ensg	symbol	biotype	chrom	start	end	strand	host_symbol	host_ensg	host_type
ENSG00000263581	MIR548X2	miRNA	13	65966330	65966429	-1		ENSG00000286395	antisense
ENSG00000263561	MIR4704	miRNA	13	66218250	66218324	1			intergenic
ENSG00000264539	MIR548AR	miRNA	13	114244505	114244561	1	CDC16	ENSG00000130177	intragenic
ENSG00000265450	MIR4502	miRNA	13	114273828	114273908	1		ENSG00000289904	antisense
ENSG00000266325	MIR3665	miRNA	13	77698012	77698116	-1	SLAIN1	ENSG00000139737	antisense
ENSG00000211579	MIR759	miRNA	13	52810050	52810140	1		ENSG00000305264	intragenic
ENSG00000265164	MIR2681	miRNA	13	101967642	101967746	-1	FGF14	ENSG00000102466	intragenic
ENSG00000264482	MIR4705	miRNA	13	102045934	102046004	-1	FGF14	ENSG00000102466	intragenic
ENSG00000207719	MIR623	miRNA	13	99356131	99356228	1	UBAC2	ENSG00000134882	intragenic
ENSG00000283126	MIR1297	miRNA	13	54311972	54312048	-1		ENSG00000294129	antisense
ENSG00000211491	MIR320D1	miRNA	13	40727828	40727875	-1	MRPS31	ENSG00000102738	intragenic
ENSG00000207652	MIR621	miRNA	13	40810766	40810861	1	SUGT1P3	ENSG00000290476	antisense
ENSG00000207652	MIR621	miRNA	13	40810766	40810861	1	SLC25A15	ENSG00000102743	intragenic
ENSG00000283783	MIR622	miRNA	13	90231182	90231277	1	KRT18P27	ENSG00000224419	intragenic
ENSG00000283487	MIR4501	miRNA	13	96427229	96427292	1	HS6ST3	ENSG00000185352	intragenic
ENSG00000263741	MIR548AS	miRNA	13	92490163	92490220	1	GPC5-IT1	ENSG00000236240	intragenic
ENSG00000263741	MIR548AS	miRNA	13	92490163	92490220	1	GPC5	ENSG00000179399	intragenic
ENSG00000263399	MIR3170	miRNA	13	98208524	98208600	1	FARP1	ENSG00000152767	intragenic
ENSG00000276765	MIR8073	miRNA	13	110340958	110341029	1	COL4A2	ENSG00000134871	intragenic
ENSG00000266052	MIR4500	miRNA	13	87618665	87618740	-1	MIR4500HG	ENSG00000228824	intragenic
ENSG00000264171	MIR4305	miRNA	13	39664034	39664135	-1	COG6	ENSG00000133103	antisense
ENSG00000276319	MIR8079	miRNA	13	44196129	44196200	-1		ENSG00000299335	intragenic
ENSG00000276319	MIR8079	miRNA	13	44196129	44196200	-1	SMIM2-AS1	ENSG00000227258	antisense
ENSG00000284536	MIR17	miRNA	13	91350605	91350688	1	MIR17HG	ENSG00000215417	intragenic
ENSG00000283815	MIR18A	miRNA	13	91350751	91350821	1	MIR17HG	ENSG00000215417	intragenic
ENSG00000284204	MIR19A	miRNA	13	91350891	91350972	1	MIR17HG	ENSG00000215417	intragenic
ENSG00000283762	MIR20A	miRNA	13	91351065	91351135	1	MIR17HG	ENSG00000215417	intragenic
ENSG00000284375	MIR19B1	miRNA	13	91351192	91351278	1	MIR17HG	ENSG00000215417	intragenic
ENSG00000283705	MIR92A1	miRNA	13	91351314	91351391	1	MIR17HG	ENSG00000215417	intragenic
ENSG00000264657	MIR3171	miRNA	14	27633205	27633278	-1	MIR3171HG	ENSG00000292998	intragenic
ENSG00000264657	MIR3171	miRNA	14	27633205	27633278	-1	LINC00645	ENSG00000258548	antisense
ENSG00000266431	MIR5580	miRNA	14	53948427	53948484	-1	BMP4	ENSG00000125378	intragenic
ENSG00000266740	MIR4708	miRNA	14	65335117	65335183	-1		ENSG00000302621	antisense
ENSG00000266740	MIR4708	miRNA	14	65335117	65335183	-1	FUT8	ENSG00000033170	antisense
ENSG00000263629	MIR5586	miRNA	14	59646962	59647020	-1	RTN1	ENSG00000139970	intragenic
ENSG00000207781	MIR625	miRNA	14	65471102	65471186	1	FUT8	ENSG00000033170	intragenic
ENSG00000283944	MIR4709	miRNA	14	74480133	74480204	-1	NPC2	ENSG00000119655	intragenic
ENSG00000265432	MIR4308	miRNA	14	54878113	54878193	-1	GCH1	ENSG00000131979	intragenic
ENSG00000284122	MIR6717	miRNA	14	21023314	21023386	-1	NDRG2	ENSG00000165795	intragenic
ENSG00000264607	MIR3173	miRNA	14	95137919	95137986	-1	DICER1	ENSG00000100697	intragenic
ENSG00000265291	MIR4710	miRNA	14	104677694	104677749	-1		ENSG00000258736	intragenic
ENSG00000221537	MIR548H1	miRNA	14	64095024	64095125	-1	SYNE2	ENSG00000054654	antisense
ENSG00000221537	MIR548H1	miRNA	14	64095024	64095125	-1	ESR2	ENSG00000140009	intragenic
ENSG00000266461	MIR2392	miRNA	14	100814491	100814574	1	MEG3	ENSG00000214548	intragenic
ENSG00000211574	MIR770	miRNA	14	100852390	100852487	1		ENSG00000258663	antisense
ENSG00000211574	MIR770	miRNA	14	100852390	100852487	1	MIR493HG	ENSG00000258399	intragenic
ENSG00000211574	MIR770	miRNA	14	100852390	100852487	1	MEG3	ENSG00000214548	intragenic
ENSG00000207989	MIR493	miRNA	14	100869060	100869148	1	MIR493HG	ENSG00000258399	intragenic
ENSG00000199151	MIR337	miRNA	14	100874493	100874585	1	MIR493HG	ENSG00000258399	intragenic
ENSG00000283159	MIR665	miRNA	14	100875033	100875104	1	MIR493HG	ENSG00000258399	intragenic
ENSG00000208001	MIR431	miRNA	14	100881007	100881120	1	RTL1	ENSG00000254656	antisense
ENSG00000208001	MIR431	miRNA	14	100881007	100881120	1	MIR493HG	ENSG00000258399	intragenic
ENSG00000207569	MIR433	miRNA	14	100881886	100881978	1	RTL1	ENSG00000254656	antisense
ENSG00000207569	MIR433	miRNA	14	100881886	100881978	1	MIR493HG	ENSG00000258399	intragenic
ENSG00000207608	MIR127	miRNA	14	100882979	100883075	1	RTL1	ENSG00000254656	antisense
ENSG00000207608	MIR127	miRNA	14	100882979	100883075	1	MIR493HG	ENSG00000258399	intragenic
ENSG00000272458	MIR432	miRNA	14	100884483	100884576	1	RTL1	ENSG00000254656	antisense
ENSG00000272458	MIR432	miRNA	14	100884483	100884576	1	MIR493HG	ENSG00000258399	intragenic
ENSG00000272458	MIR432	miRNA	14	100884483	100884576	1	MEG8	ENSG00000225746	intragenic
ENSG00000207942	MIR136	miRNA	14	100884702	100884783	1	RTL1	ENSG00000254656	antisense
ENSG00000207942	MIR136	miRNA	14	100884702	100884783	1	MIR493HG	ENSG00000258399	intragenic
ENSG00000207942	MIR136	miRNA	14	100884702	100884783	1	MEG8	ENSG00000225746	intragenic
ENSG00000199005	MIR370	miRNA	14	100911139	100911213	1	MIR493HG	ENSG00000258399	intragenic
ENSG00000199005	MIR370	miRNA	14	100911139	100911213	1	MEG8	ENSG00000225746	intragenic
ENSG00000199088	MIR379	miRNA	14	101022066	101022132	1	MEG8	ENSG00000225746	intragenic
ENSG00000199109	MIR411	miRNA	14	101023325	101023420	1	MEG8	ENSG00000225746	intragenic
ENSG00000207749	MIR299	miRNA	14	101023794	101023856	1	MEG8	ENSG00000225746	intragenic
ENSG00000198982	MIR380	miRNA	14	101025017	101025077	1	MEG8	ENSG00000225746	intragenic
ENSG00000221745	MIR1197	miRNA	14	101025564	101025651	1	MEG8	ENSG00000225746	intragenic
ENSG00000199069	MIR323A	miRNA	14	101025732	101025817	1	MEG8	ENSG00000225746	intragenic
ENSG00000211582	MIR758	miRNA	14	101026020	101026107	1	MEG8	ENSG00000225746	intragenic
ENSG00000207761	MIR329-1	miRNA	14	101026785	101026864	1	MEG8	ENSG00000225746	intragenic
ENSG00000207762	MIR329-2	miRNA	14	101027100	101027183	1	MEG8	ENSG00000225746	intragenic
ENSG00000194717	MIR494	miRNA	14	101029634	101029714	1	MEG8	ENSG00000225746	intragenic
ENSG00000221036	MIR1193	miRNA	14	101030052	101030129	1	MEG8	ENSG00000225746	intragenic
ENSG00000212040	MIR543	miRNA	14	101031987	101032064	1	MEG8	ENSG00000225746	intragenic
ENSG00000207743	MIR495	miRNA	14	101033755	101033836	1	MEG8	ENSG00000225746	intragenic
ENSG00000283279	MIR376C	miRNA	14	101039690	101039755	1			intergenic
ENSG00000283561	MIR376A2	miRNA	14	101040069	101040148	1			intergenic
ENSG00000207934	MIR654	miRNA	14	101040219	101040299	1			intergenic
ENSG00000283556	MIR376B	miRNA	14	101040436	101040535	1			intergenic
ENSG00000283588	MIR376A1	miRNA	14	101040782	101040849	1			intergenic
ENSG00000215957	MIR300	miRNA	14	101041363	101041445	1			intergenic
ENSG00000221525	MIR1185-1	miRNA	14	101042977	101043062	1	MEG9	ENSG00000223403	intragenic
ENSG00000221614	MIR1185-2	miRNA	14	101044198	101044283	1	MEG9	ENSG00000223403	intragenic
ENSG00000199020	MIR381	miRNA	14	101045920	101045994	1	MEG9	ENSG00000223403	intragenic
ENSG00000207754	MIR487B	miRNA	14	101046455	101046538	1	MEG9	ENSG00000223403	intragenic
ENSG00000202560	MIR539	miRNA	14	101047321	101047398	1	MEG9	ENSG00000223403	intragenic
ENSG00000216099	MIR889	miRNA	14	101047901	101047979	1	MEG9	ENSG00000223403	intragenic
ENSG00000207587	MIR544A	miRNA	14	101048658	101048748	1	MEG9	ENSG00000223403	intragenic
ENSG00000207646	MIR655	miRNA	14	101049550	101049646	1	MEG9	ENSG00000223403	intragenic
ENSG00000207742	MIR487A	miRNA	14	101052446	101052525	1	MEG9	ENSG00000223403	intragenic
ENSG00000283170	MIR382	miRNA	14	101054306	101054381	1	MEG9	ENSG00000223403	intragenic
ENSG00000207993	MIR134	miRNA	14	101054687	101054759	1	MEG9	ENSG00000223403	intragenic
ENSG00000276352	MIR668	miRNA	14	101055258	101055323	1	MEG9	ENSG00000223403	intragenic
ENSG00000208027	MIR485	miRNA	14	101055419	101055491	1	MEG9	ENSG00000223403	intragenic
ENSG00000208004	MIR323B	miRNA	14	101056219	101056300	1	MEG9	ENSG00000223403	intragenic
ENSG00000207978	MIR154	miRNA	14	101059755	101059838	1	MEG9	ENSG00000223403	intragenic
ENSG00000207961	MIR496	miRNA	14	101060573	101060674	1	MEG9	ENSG00000223403	intragenic
ENSG00000199015	MIR377	miRNA	14	101062050	101062118	1	MEG9	ENSG00000223403	intragenic
ENSG00000216179	MIR541	miRNA	14	101064495	101064578	1	MEG9	ENSG00000223403	intragenic
ENSG00000199107	MIR409	miRNA	14	101065300	101065378	1	MEG9	ENSG00000223403	intragenic
ENSG00000199012	MIR412	miRNA	14	101065447	101065537	1	MEG9	ENSG00000223403	intragenic
ENSG00000199025	MIR369	miRNA	14	101065598	101065667	1	MEG9	ENSG00000223403	intragenic
ENSG00000199092	MIR410	miRNA	14	101065912	101065991	1	MEG9	ENSG00000223403	intragenic
ENSG00000207959	MIR656	miRNA	14	101066724	101066801	1	MEG9	ENSG00000223403	intragenic
ENSG00000283856	MIR7703	miRNA	14	24143489	24143565	-1	PSME2	ENSG00000100911	intragenic
ENSG00000265993	MIR5694	miRNA	14	67441855	67441930	-1			intergenic
ENSG00000280494		miRNA	14	75604209	75604261	1	RNA5SP387	ENSG00000201096	intragenic
ENSG00000280494		miRNA	14	75604209	75604261	1	FLVCR2	ENSG00000119686	intragenic
ENSG00000264712	MIR4504	miRNA	14	50299855	50299946	-1	L2HGDH	ENSG00000087299	intragenic
ENSG00000266531	MIR4706	miRNA	14	65044688	65044769	1	CHURC1-FNTB	ENSG00000125954	intragenic
ENSG00000266531	MIR4706	miRNA	14	65044688	65044769	1	FNTB	ENSG00000257365	intragenic
ENSG00000266531	MIR4706	miRNA	14	65044688	65044769	1	MAX	ENSG00000125952	antisense
ENSG00000221754	MIR1260A	miRNA	14	77266218	77266290	1	NGB	ENSG00000165553	antisense
ENSG00000284269	MIR7855	miRNA	14	64785626	64785686	-1	SPTB	ENSG00000070182	intragenic
ENSG00000207952	MIR624	miRNA	14	31014646	31014742	-1	STRN3	ENSG00000196792	intragenic
ENSG00000273830	MIR7843	miRNA	14	72516820	72516898	1		ENSG00000286333	antisense
ENSG00000273830	MIR7843	miRNA	14	72516820	72516898	1	RGS6	ENSG00000182732	intragenic
ENSG00000265612	MIR4539	miRNA	14	105857513	105857572	-1			intergenic
ENSG00000264024	MIR4507	miRNA	14	105858124	105858175	-1			intergenic
ENSG00000263413	MIR4538	miRNA	14	105858165	105858242	-1			intergenic
ENSG00000264781	MIR4537	miRNA	14	105859484	105859553	-1			intergenic
ENSG00000265929	MIR5195	miRNA	14	106850885	106850999	-1			intergenic
ENSG00000273778	MIR6765	miRNA	14	105150778	105150864	-1	JAG2	ENSG00000184916	intragenic
ENSG00000274172	MIR8071-1	miRNA	14	105621116	105621180	1	IGHG4	ENSG00000211892	antisense
ENSG00000277030	MIR8071-2	miRNA	14	105640168	105640232	1	IGHG2	ENSG00000211893	antisense
ENSG00000278038	MIR6076	miRNA	14	49966399	49966511	1	LINC01588	ENSG00000214900	antisense
ENSG00000278038	MIR6076	miRNA	14	49966399	49966511	1		ENSG00000300168	intragenic
ENSG00000264741	MIR4505	miRNA	14	73758747	73758819	1	MIDEAS	ENSG00000156030	antisense
ENSG00000266327	MIR4503	miRNA	14	36952309	36952391	-1	SLC25A21	ENSG00000183032	intragenic
ENSG00000199157	MIR208A	miRNA	14	23388596	23388666	-1	MYH6	ENSG00000197616	intragenic
ENSG00000215991	MIR208B	miRNA	14	23417987	23418063	-1	MYH7	ENSG00000092054	intragenic
ENSG00000207568	MIR203A	miRNA	14	104117405	104117514	1			intergenic
ENSG00000283165	MIR203B	miRNA	14	104117418	104117503	-1			intergenic
ENSG00000283857	MIR1247	miRNA	14	101560287	101560422	-1	DIO3	ENSG00000197406	antisense
ENSG00000283857	MIR1247	miRNA	14	101560287	101560422	-1	DIO3OS	ENSG00000258498	intragenic
ENSG00000284118	MIR4707	miRNA	14	22956950	22957029	-1		ENSG00000259132	intragenic
ENSG00000284118	MIR4707	miRNA	14	22956950	22957029	-1	HAUS4	ENSG00000092036	intragenic
ENSG00000266015	MIR4309	miRNA	14	102539644	102539726	1			intergenic
ENSG00000265154	MIR151B	miRNA	14	100109419	100109514	-1	EVL	ENSG00000196405	antisense
ENSG00000199082	MIR342	miRNA	14	100109655	100109753	1	EVL	ENSG00000196405	intragenic
ENSG00000283840	MIR6764	miRNA	14	100277357	100277417	1	YY1	ENSG00000100811	intragenic
ENSG00000198984	MIR345	miRNA	14	100307859	100307956	1			intergenic
ENSG00000263945	MIR548Y	miRNA	14	47760995	47761104	-1	LINC00648	ENSG00000259129	intragenic
ENSG00000265768	MIR4506	miRNA	14	93948226	93948302	-1	ASB2	ENSG00000100628	intragenic
ENSG00000265165	MIR4307	miRNA	14	26908642	26908725	1	NOVA1-DT	ENSG00000257842	intragenic
ENSG00000265165	MIR4307	miRNA	14	26908642	26908725	1	MIR4307HG	ENSG00000257612	intragenic
ENSG00000264902	MIR5701-3	miRNA	15	21951242	21951323	1			intergenic
ENSG00000266517	MIR4715	miRNA	15	25848747	25848825	-1	ATP10A	ENSG00000206190	intragenic
ENSG00000265793	MIR3118-4	miRNA	15	21843750	21843824	1			intergenic
ENSG00000265098	MIR4510	miRNA	15	35926856	35926923	1		ENSG00000259639	antisense
ENSG00000265098	MIR4510	miRNA	15	35926856	35926923	1	LINC02853	ENSG00000259245	intragenic
ENSG00000265102	MIR3942	miRNA	15	35372256	35372364	-1	DPH6	ENSG00000134146	intragenic
ENSG00000264210	MIR4716	miRNA	15	49169070	49169153	-1	GALK2	ENSG00000156958	antisense
ENSG00000253030	MIR2116	miRNA	15	59171183	59171262	-1	MYO1E	ENSG00000157483	intragenic
ENSG00000207965	MIR629	miRNA	15	70079372	70079468	-1	TLE3	ENSG00000140332	intragenic
ENSG00000284059	MIR5572	miRNA	15	80581103	80581239	1	ARNT2	ENSG00000172379	intragenic
ENSG00000266449	MIR3713	miRNA	15	76586647	76586691	1	SCAPER	ENSG00000140386	antisense
ENSG00000221630	MIR1179	miRNA	15	88608107	88608197	1		ENSG00000305643	intragenic
ENSG00000207703	MIR7-2	miRNA	15	88611825	88611934	1			intergenic
ENSG00000283484	MIR3529	miRNA	15	88611847	88611924	-1			intergenic
ENSG00000283888	MIR1469	miRNA	15	96333261	96333307	1	NR2F2-AS1	ENSG00000247809	antisense
ENSG00000283888	MIR1469	miRNA	15	96333261	96333307	1	NR2F2	ENSG00000185551	intragenic
ENSG00000221792	MIR1282	miRNA	15	43793659	43793759	-1		ENSG00000262560	intragenic
ENSG00000221792	MIR1282	miRNA	15	43793659	43793759	-1		ENSG00000310796	antisense
ENSG00000221792	MIR1282	miRNA	15	43793659	43793759	-1	SERF2	ENSG00000140264	antisense
ENSG00000264737	MIR4511	miRNA	15	65719246	65719332	-1	DENND4A	ENSG00000174485	intragenic
ENSG00000221649	MIR1233-1	miRNA	15	34382069	34382150	-1	GOLGA8A	ENSG00000175265	intragenic
ENSG00000275101	MIR6766	miRNA	15	89326739	89326810	-1	POLG	ENSG00000140521	intragenic
ENSG00000284329	MIR9-3	miRNA	15	89368017	89368106	1	MIR9-3HG	ENSG00000255571	intragenic
ENSG00000284386	MIR147B	miRNA	15	45433050	45433129	1		ENSG00000259342	antisense
ENSG00000284386	MIR147B	miRNA	15	45433050	45433129	1	COXFA4L3	ENSG00000166920	intragenic
ENSG00000208003	MIR549A	miRNA	15	80841978	80842073	-1	CEMIP	ENSG00000103888	antisense
ENSG00000265855	MIR4514	miRNA	15	80997417	80997473	-1			intergenic
ENSG00000199156	MIR422A	miRNA	15	63870930	63871019	-1			intergenic
ENSG00000283614	MIR7973-2	miRNA	15	51314032	51314107	-1	MIR4713HG	ENSG00000259240	antisense
ENSG00000283614	MIR7973-2	miRNA	15	51314032	51314107	-1	CYP19A1	ENSG00000137869	intragenic
ENSG00000278098	MIR7973-1	miRNA	15	51314034	51314109	1	MIR4713HG	ENSG00000259240	intragenic
ENSG00000278098	MIR7973-1	miRNA	15	51314034	51314109	1	CYP19A1	ENSG00000137869	antisense
ENSG00000264850	MIR4310	miRNA	15	41866495	41866551	-1	SPTBN5	ENSG00000137877	intragenic
ENSG00000264966	MIR5094	miRNA	15	89850637	89850721	-1	ARPIN-AP3S2	ENSG00000250021	intragenic
ENSG00000264966	MIR5094	miRNA	15	89850637	89850721	-1	AP3S2	ENSG00000157823	intragenic
ENSG00000264796	MIR5009	miRNA	15	89883931	89884030	-1	ARPIN-AP3S2	ENSG00000250021	intragenic
ENSG00000264796	MIR5009	miRNA	15	89883931	89884030	-1	AP3S2	ENSG00000157823	intragenic
ENSG00000265673	MIR4508	miRNA	15	23562062	23562131	-1		ENSG00000260978	intragenic
ENSG00000221052	MIR1266	miRNA	15	52277117	52277200	-1	MYO5C	ENSG00000128833	intragenic
ENSG00000283891	MIR628	miRNA	15	55372940	55373034	-1	DNAAF4-CCPG1	ENSG00000261771	intragenic
ENSG00000283891	MIR628	miRNA	15	55372940	55373034	-1	CCPG1	ENSG00000260916	intragenic
ENSG00000264406	MIR548AP	miRNA	15	85825635	85825730	1			intergenic
ENSG00000277202	MIR8063	miRNA	15	36972821	36972901	-1	MEIS2	ENSG00000134138	intragenic
ENSG00000283798	MIR630	miRNA	15	72587217	72587313	1	LINC02259	ENSG00000259783	antisense
ENSG00000283798	MIR630	miRNA	15	72587217	72587313	1	ARIH1	ENSG00000166233	intragenic
ENSG00000263643	MIR4515	miRNA	15	83067335	83067415	1		ENSG00000259805	intragenic
ENSG00000263643	MIR4515	miRNA	15	83067335	83067415	1		ENSG00000260351	intragenic
ENSG00000207766	MIR626	miRNA	15	41691585	41691678	1	MGA	ENSG00000174197	intragenic
ENSG00000284557	MIR1302-10	miRNA	15	101960459	101960596	-1		ENSG00000259553	intragenic
ENSG00000284557	MIR1302-10	miRNA	15	101960459	101960596	-1		ENSG00000290823	antisense
ENSG00000275449	MIR6859-3	miRNA	15	101973524	101973591	1	WASH3P	ENSG00000185596	intragenic
ENSG00000275449	MIR6859-3	miRNA	15	101973524	101973591	1		ENSG00000290823	intragenic
ENSG00000275449	MIR6859-3	miRNA	15	101973524	101973591	1	DDX11L16	ENSG00000290824	antisense
ENSG00000207702	MIR211	miRNA	15	31065032	31065141	-1	TRPM1	ENSG00000134160	intragenic
ENSG00000265871	MIR3174	miRNA	15	90006755	90006841	1	ZNF710	ENSG00000140548	intragenic
ENSG00000221065	MIR1233-2	miRNA	15	34528290	34528371	-1	GOLGA8B	ENSG00000215252	intragenic
ENSG00000266589	MIR4512	miRNA	15	66496958	66497034	-1	SNAPC5	ENSG00000174446	intragenic
ENSG00000263512	MIR4311	miRNA	15	66040233	66040332	1	MEGF11	ENSG00000157890	antisense
ENSG00000275451	MIR6085	miRNA	15	62343029	62343138	1			intergenic
ENSG00000211137	MIR190A	miRNA	15	62823957	62824041	1	TLN2	ENSG00000171914	intragenic
ENSG00000221641	MIR1268A	miRNA	15	22225278	22225329	-1		ENSG00000308335	intragenic
ENSG00000284385	MIR4313	miRNA	15	75762215	75762315	-1		ENSG00000260288	antisense
ENSG00000284385	MIR4313	miRNA	15	75762215	75762315	-1		ENSG00000261043	intragenic
ENSG00000277919	MIR8067	miRNA	15	62304658	62304734	-1		ENSG00000309363	intragenic
ENSG00000221033	MIR1272	miRNA	15	64762387	64762515	-1	RBPMS2	ENSG00000166831	intragenic
ENSG00000284324	MIR3175	miRNA	15	92904399	92904475	1	CHD2	ENSG00000173575	intragenic
ENSG00000266039	MIR4509-2	miRNA	15	28426491	28426584	1			intergenic
ENSG00000263964	MIR4509-3	miRNA	15	28490752	28490845	-1			intergenic
ENSG00000265195	MIR4312	miRNA	15	68801850	68801925	-1	ANP32A	ENSG00000140350	intragenic
ENSG00000266593	MIR4713	miRNA	15	51242190	51242264	1	MIR4713HG	ENSG00000259240	intragenic
ENSG00000266593	MIR4713	miRNA	15	51242190	51242264	1	CYP19A1	ENSG00000137869	antisense
ENSG00000284160	MIR7706	miRNA	15	85380596	85380662	1	AKAP13	ENSG00000170776	intragenic
ENSG00000284343	MIR631	miRNA	15	75353611	75353685	-1	NEIL1	ENSG00000140398	antisense
ENSG00000207712	MIR627	miRNA	15	42199570	42199666	-1	VPS39	ENSG00000166887	intragenic
ENSG00000277391	MIR6881	miRNA	15	74411357	74411432	-1	SEMA7A	ENSG00000138623	intragenic
ENSG00000264480	MIR4714	miRNA	15	98784426	98784502	1	IGF1R	ENSG00000140443	intragenic
ENSG00000207695	MIR184	miRNA	15	79209788	79209871	1		ENSG00000292375	intragenic
ENSG00000207695	MIR184	miRNA	15	79209788	79209871	1	ANKRD34C-AS1	ENSG00000259234	antisense
ENSG00000277243	MIR3118-3	miRNA	15	21406385	21406459	1	POTEB3	ENSG00000278522	antisense
ENSG00000277841	MIR5701-2	miRNA	15	21513959	21514040	1			intergenic
ENSG00000221634	MIR1276	miRNA	15	85770496	85770578	-1		ENSG00000293656	intragenic
ENSG00000221634	MIR1276	miRNA	15	85770496	85770578	-1	KLHL25	ENSG00000183655	intragenic
ENSG00000265322	MIR3118-2	miRNA	15	20832795	20832869	1			intergenic
ENSG00000266545	MIR5701-1	miRNA	15	20940252	20940333	1			intergenic
ENSG00000276941	MIR4509-1	miRNA	15	23197827	23197920	1			intergenic
ENSG00000284284	MIR4712	miRNA	15	50360329	50360410	1	GABPB1-AS1	ENSG00000244879	intragenic
ENSG00000264386	MIR4513	miRNA	15	74788672	74788757	-1	CSK	ENSG00000103653	antisense
ENSG00000275411	MIR6882	miRNA	15	74840642	74840707	-1	ULK3	ENSG00000140474	intragenic
ENSG00000265005	MIR548W	miRNA	16	26025237	26025310	1	HS3ST4	ENSG00000182601	intragenic
ENSG00000265005	MIR548W	miRNA	16	26025237	26025310	1		ENSG00000285882	intragenic
ENSG00000266426	MIR4719	miRNA	16	76868936	76869019	1	LINC02125	ENSG00000250514	intragenic
ENSG00000273776	MIR6126	miRNA	16	3485381	3485469	-1		ENSG00000263212	antisense
ENSG00000273776	MIR6126	miRNA	16	3485381	3485469	-1	NAA60	ENSG00000122390	antisense
ENSG00000265991	MIR4519	miRNA	16	30875266	30875323	-1	MIR762HG	ENSG00000260083	antisense
ENSG00000265991	MIR4519	miRNA	16	30875266	30875323	-1	BCL7C	ENSG00000099385	intragenic
ENSG00000211591	MIR762	miRNA	16	30893903	30893985	1		ENSG00000262721	antisense
ENSG00000211591	MIR762	miRNA	16	30893903	30893985	1	MIR762HG	ENSG00000260083	intragenic
ENSG00000211591	MIR762	miRNA	16	30893903	30893985	1	BCL7C	ENSG00000099385	antisense
ENSG00000273648	MIR8065	miRNA	16	5632467	5632566	1	RBFOX1	ENSG00000078328	intragenic
ENSG00000275429	MIR6862-1	miRNA	16	28390982	28391051	-1		ENSG00000309023	antisense
ENSG00000275429	MIR6862-1	miRNA	16	28390982	28391051	-1	EIF3CL	ENSG00000205609	intragenic
ENSG00000278340	MIR6862-2	miRNA	16	28724252	28724321	1	PLA2G10DP	ENSG00000261419	antisense
ENSG00000278340	MIR6862-2	miRNA	16	28724252	28724321	1	EIF3C	ENSG00000184110	intragenic
ENSG00000283845	MIR4721	miRNA	16	28843919	28844007	-1	TUFM	ENSG00000178952	intragenic
ENSG00000284541	MIR4517	miRNA	16	28958583	28958661	1	NFATC2IP-AS1	ENSG00000260853	antisense
ENSG00000284541	MIR4517	miRNA	16	28958583	28958661	1	NFATC2IP	ENSG00000176953	intragenic
ENSG00000266758	MIR3680-2	miRNA	16	29599179	29599265	-1		ENSG00000279583	intragenic
ENSG00000266758	MIR3680-2	miRNA	16	29599179	29599265	-1		ENSG00000309183	antisense
ENSG00000221801	MIR548H2	miRNA	16	11306440	11306527	-1	RMI2	ENSG00000175643	antisense
ENSG00000284473	MIR4720	miRNA	16	81385018	81385093	1	GAN	ENSG00000261609	intragenic
ENSG00000277255	MIR7854	miRNA	16	81533902	81533966	1	CMIP	ENSG00000153815	intragenic
ENSG00000275109	MIR6504	miRNA	16	81611348	81611408	1	CMIP	ENSG00000153815	intragenic
ENSG00000239118	MIR1972-2	miRNA	16	70030346	70030422	1	PDXDC2P	ENSG00000255185	antisense
ENSG00000239118	MIR1972-2	miRNA	16	70030346	70030422	1	PDXDC2P-NPIPB14P	ENSG00000196696	antisense
ENSG00000265281	MIR3935	miRNA	16	56245520	56245623	1	GNAO1	ENSG00000087258	intragenic
ENSG00000284259	MIR6773	miRNA	16	68233426	68233499	-1	ESRP2	ENSG00000103067	intragenic
ENSG00000265820	MIR3177	miRNA	16	1734985	1735066	1	MAPK8IP3	ENSG00000138834	intragenic
ENSG00000283180	MIR6767	miRNA	16	2445392	2445457	1	CCNF	ENSG00000162063	intragenic
ENSG00000274805	MIR6768	miRNA	16	2463967	2464038	1	TEDC2	ENSG00000162062	intragenic
ENSG00000266232	MIR3178	miRNA	16	2531922	2532005	-1		ENSG00000307949	intragenic
ENSG00000284184	MIR6506	miRNA	16	15611030	15611095	-1	MARF1	ENSG00000166783	intragenic
ENSG00000284184	MIR6506	miRNA	16	15611030	15611095	-1	BMERB1	ENSG00000166780	antisense
ENSG00000283736	MIR484	miRNA	16	15643294	15643372	1	NDE1	ENSG00000072864	intragenic
ENSG00000207579	MIR662	miRNA	16	770183	770277	1	MSLNL	ENSG00000162006	antisense
ENSG00000264947	MIR3181	miRNA	16	50742305	50742377	1	CYLD-AS1	ENSG00000261644	antisense
ENSG00000264947	MIR3181	miRNA	16	50742305	50742377	1	CYLD	ENSG00000083799	intragenic
ENSG00000274816	MIR6772	miRNA	16	57772289	57772352	-1	KIFC3	ENSG00000140859	intragenic
ENSG00000207649	MIR138-2	miRNA	16	56858518	56858601	1			intergenic
ENSG00000283471	MIR6863	miRNA	16	56904264	56904353	1	SLC12A3	ENSG00000070915	intragenic
ENSG00000207948	MIR328	miRNA	16	67202321	67202395	-1	ELMO3	ENSG00000102890	antisense
ENSG00000257381	MIR3179-2	miRNA	16	16300159	16300242	1		ENSG00000297752	antisense
ENSG00000257381	MIR3179-2	miRNA	16	16300159	16300242	1	NOMO3	ENSG00000103226	intragenic
